x0,x1,x2,x3,y,x4,x5
0.7,A3,A6,A0,2657,5.83,
1.02,A3,A2,A0,4341,6.47,6.45
0.35,A3,A3,,1071,4.48,4.44
1.03,A0,A2,A5,8955,6.56,6.63
0.4,A3,A2,A3,877,4.78,
0.42,A3,A3,A3,1105,4.86,4.88
0.71,A0,A3,A0,3360,5.8,5.84
0.73,A3,A5,A6,2496,5.78,
1.11,A4,A0,A4,4056,6.44,6.55
1.01,A2,A6,A4,4140,6.47,
0.3,A3,A1,A3,610,4.39,
0.83,A1,A6,A0,3118,5.98,5.94
0.53,A0,A6,A5,2830,5.16,5.19
0.5,A0,A1,A1,1808,5.12,
1.52,A3,A2,A1,13483,7.33,
,A0,A6,A3,621,4.32,4.34
0.52,A0,A1,A1,1822,5.11,5.14
0.42,A0,A1,A6,1132,4.8,
1.7,A0,A2,A3,13398,7.61,7.57
0.52,A0,A6,A1,1591,5.16,
1.1,A1,A6,A5,10701,6.74,6.77
0.34,A0,A3,A1,758,4.47,
1.08,A3,A3,A4,4742,6.68,6.61
0.3,A3,A4,A3,675,4.31,4.27
0.46,A0,A1,A1,1298,4.98,
0.57,A0,A5,A3,1448,5.28,
0.3,A0,A1,A1,710,4.32,
0.43,A0,A4,A5,1169,4.85,4.84
1.1,A0,A4,A4,4725,6.54,
1.23,A1,A4,A0,6997,6.93,6.96
2.06,A1,A2,A4,15938,8.3,8.38
0.36,A0,A4,A2,980,4.64,
1.21,A3,A5,A4,4879,6.88,
0.3,A1,A1,A3,681,4.39,4.32
0.35,A1,A1,A6,1162,4.61,4.63
0.52,A0,A3,A1,1689,5.18,5.2
1.01,A2,A4,A0,4320,6.52,6.49
1.51,A1,A4,A0,9218,7.3,7.35
0.33,A1,A3,A0,579,4.43,4.47
0.9,A3,A5,A1,3292,6.1,6.06
0.3,A0,A2,A6,684,4.29,
0.34,A1,A1,A1,805,4.44,
0.35,A0,A6,A0,707,4.56,4.58
0.56,A3,A2,A1,1698,5.36,5.34
1.27,A1,A2,A6,8941,6.86,6.91
0.53,A0,A2,A0,1284,5.23,5.26
0.31,A3,A3,A4,558,4.37,4.36
0.96,A4,A3,A4,2815,6.73,6.65
1.53,A0,A5,A4,8062,7.31,
0.38,A0,A3,A1,1112,4.72,
0.34,A3,A5,A5,803,4.47,
1.06,A3,A3,A0,4689,6.54,6.45
1.35,A1,A2,A1,9302,7.01,
2.01,A1,A5,A3,17877,8.02,8.07
0.36,A0,A3,A1,1013,4.54,4.51
0.53,A0,A6,A4,1421,5.22,5.25
0.55,A1,A6,A3,1975,5.28,
0.38,A0,A3,A3,1069,4.65,
0.9,A0,A4,A0,3967,6.24,
1.5,A3,A3,A0,11795,7.5,7.47
1.7,A3,A2,A6,18718,7.7,7.75
0.52,A0,A6,A1,1600,5.14,5.17
0.38,A3,A4,A0,812,4.68,4.66
1.07,A3,A3,A4,4284,6.59,
0.35,A0,A3,A1,767,4.52,
0.31,A0,A6,A5,897,4.34,4.36
1.0,A0,A2,A3,6465,6.42,6.37
1.01,A0,A5,A1,5099,6.43,6.47
1.61,A3,A1,A4,10278,7.56,
1.29,A0,A2,A4,6321,7.03,
1.12,A1,A2,A5,8072,6.78,
1.21,A0,A4,A6,7954,6.9,
0.61,A0,A2,A3,2182,5.48,5.5
0.71,A0,A6,A0,2262,5.68,5.74
0.84,A1,A2,A4,2584,5.99,
0.36,A1,A1,A4,501,4.49,
0.4,A3,A1,A1,982,4.73,4.76
1.09,A0,A6,A0,5816,6.59,6.61
0.5,A0,A3,A1,1575,5.09,5.13
0.71,A1,A3,A0,2516,5.72,5.67
0.8,A0,A4,A1,3030,5.96,5.99
1.07,A0,A4,A1,4458,6.53,6.49
0.38,A1,A2,A1,766,4.63,4.66
-5.594002014174089,A3,A2,A1,2657,5.79,
0.47,A4,A3,A0,829,4.84,4.65
0.3,A0,A1,A1,911,4.28,
1.03,A0,A3,A3,7477,6.6,6.62
0.33,A1,A3,A5,945,4.47,4.49
0.7,A1,A5,A1,2202,5.56,
0.37,A0,A3,A6,1082,4.63,
1.51,A1,A5,A4,6630,7.19,7.13
0.93,A1,A3,,5616,6.22,6.29
0.32,A0,A1,A1,758,4.4,
0.32,A0,A3,A1,900,4.38,4.37
0.37,A3,A6,A1,957,4.67,4.63
0.38,A0,A3,A1,853,4.62,4.66
2.07,A3,A4,A0,13844,8.27,8.2
0.3,A0,A3,A1,619,4.28,4.2
0.7,A1,A2,A1,2657,5.63,5.59
0.32,A0,A1,A1,972,4.41,4.37
1.15,A0,A5,A1,5534,6.72,6.74
0.59,A0,A5,A4,1202,5.33,5.37
0.33,A1,A1,A4,631,4.43,
0.62,A0,A6,A3,2371,5.55,5.52
0.6,A0,A2,A2,2533,5.36,
1.05,A1,A6,A2,11417,6.66,6.73
1.1,A0,A4,A1,6344,6.58,6.63
0.4,A3,A3,,855,4.74,4.68
1.0,A2,A0,A0,3614,6.47,6.51
1.11,A3,A5,A4,4120,6.61,6.66
0.36,A0,A1,A1,852,4.56,4.58
1.02,A3,A2,A6,7602,6.39,6.43
0.77,A1,A1,A0,3166,5.89,5.96
1.03,A0,A2,A3,6913,6.46,
1.0,A3,A1,A3,8020,6.36,6.31
1.14,A1,A6,A1,8131,6.84,6.81
1.02,A3,A1,A4,5198,6.58,6.55
0.33,A3,A1,A1,762,4.52,
0.32,A0,A2,A1,720,4.42,4.38
0.64,A0,A2,A3,2155,5.54,5.56
0.7,A3,A6,A0,2394,5.72,5.66
1.51,A0,A2,A1,13355,7.35,7.32
1.08,A3,A6,A4,4488,6.65,6.6
1.04,A1,A1,A3,6915,6.5,
2.0,A3,A4,,13134,8.13,8.1
1.7,A3,A5,A1,11888,7.65,
0.42,A3,A2,A1,847,4.77,4.81
0.91,A1,A1,A3,5597,6.14,6.18
0.46,A1,A5,A1,918,4.87,4.92
0.71,A0,A6,A0,3421,5.76,5.8
1.11,A1,A4,A0,5192,6.53,6.61
0.51,A3,A3,A4,1205,5.22,5.19
1.0,A4,A3,A0,4140,6.27,6.06
0.32,A0,A1,A0,715,4.4,
0.3,A3,A3,A1,844,4.29,4.27
0.4,A0,A3,,1397,4.71,4.65
0.41,A0,A2,A4,666,4.81,4.78
0.54,A0,A3,A3,1939,5.17,
1.2,A1,A1,A0,7646,6.75,6.78
1.98,A1,A5,A1,15083,7.9,
2.0,A3,A0,A1,13675,8.11,8.06
1.11,A0,A2,A3,8129,6.6,
1.5,A1,A4,A1,10424,7.34,
1.01,A0,A2,A3,6794,6.48,6.43
0.51,A3,A6,A1,1574,5.2,5.18
0.4,A0,A5,A0,765,4.74,4.68
0.55,A0,A1,A4,1363,5.26,5.29
0.57,A3,A5,A4,1097,5.32,
1.26,A0,A2,A5,10720,6.91,7.01
0.71,A1,A1,A1,3084,5.72,5.74
0.9,A1,A2,A1,4531,6.11,6.17
0.7,A1,A5,A0,2058,5.77,
0.41,A1,A1,A1,939,4.77,4.82
2.01,A3,A4,A4,11825,8.09,8.04
2.02,A2,A5,A1,16593,8.28,8.36
0.3,A3,A5,A6,675,4.32,4.28
0.24,A1,A6,A3,417,3.94,3.99
0.33,A0,A6,A5,828,4.45,
0.33,A0,A3,A5,1312,4.43,
0.33,A3,A1,A6,1052,4.51,
0.7,A3,A6,A0,2394,5.84,5.78
0.62,A4,A6,A0,1641,5.85,5.7
0.43,A0,A3,A0,792,4.85,
0.38,A3,A6,A5,1257,4.66,
0.3,A0,A2,A6,655,4.34,4.36
0.39,A1,A3,A4,650,4.62,4.65
0.32,A0,A0,A1,504,4.44,4.38
1.1,A0,A2,A3,7111,6.65,
0.43,A1,A4,A1,792,4.8,
0.34,A3,A4,A5,995,4.49,4.45
1.01,A1,A1,A1,7278,6.33,6.4
0.24,A1,A1,A3,419,3.99,4.02
0.31,A0,A2,A3,583,4.36,4.37
0.9,A1,A4,A4,3255,5.97,
0.75,A3,A3,A4,2214,5.89,
1.95,A1,A4,A1,17374,8.0,8.05
0.36,A1,A3,A0,593,4.46,
1.04,A3,A5,A4,3960,6.56,6.49
0.3,A0,A4,A3,545,4.28,4.31
0.9,A4,A1,A0,3689,6.1,6.03
0.65,A4,A5,A1,1659,5.44,
0.35,A0,A3,A6,881,4.54,4.6
0.27,A1,A2,A3,439,4.19,4.21
0.73,A0,A4,A5,3220,5.75,5.8
1.01,A1,A3,A0,5339,6.43,
0.78,A3,A6,A1,2874,5.91,5.82
1.5,A1,A1,A0,11933,7.27,7.31
0.75,A1,A5,A3,2385,5.82,
0.91,A2,A1,A0,4265,6.02,6.12
0.41,A1,A1,A0,738,4.82,4.85
0.32,A0,A2,A6,936,4.38,4.36
0.51,A3,A6,,1402,5.04,
0.52,A1,A2,A3,1621,5.21,
0.65,A1,A5,A6,1828,5.52,
0.3,A3,A2,A3,776,4.29,4.26
0.55,A0,A1,A6,2644,5.32,5.29
1.51,A4,A0,,5801,7.13,7.09
0.33,A2,A6,A1,666,4.39,4.41
0.32,A0,A4,A1,648,4.37,4.33
1.03,A0,A2,A5,7708,6.45,6.56
0.32,A0,A6,A5,867,4.42,
1.12,A0,A6,A1,6858,6.73,6.67
0.76,A1,A1,A4,2006,5.91,5.84
1.2,A3,A5,,5376,6.71,6.63
0.27,A0,A1,A5,622,4.15,4.18
0.69,A2,A2,A3,2202,5.77,
1.61,A1,A3,A4,10580,7.59,7.64
1.33,A3,A6,A4,4737,7.17,7.11
1.61,A3,A5,A0,8978,7.46,7.51
0.34,A3,A2,A1,596,4.43,
0.33,A1,A2,A3,643,4.46,4.49
0.4,A1,A4,A3,770,4.76,4.78
0.71,A0,A4,A3,2909,5.76,5.81
0.42,A3,A3,A0,926,4.89,4.85
0.31,A0,A2,A2,891,4.38,4.42
0.31,A3,A4,A6,802,4.36,4.31
1.03,A0,A3,A0,5476,6.43,
0.71,A0,A4,A3,2685,5.65,5.72
1.21,A3,A6,A3,10018,6.81,6.76
0.94,A3,A3,A0,4580,6.44,6.37
0.32,A0,A6,A6,1008,4.44,
0.54,A0,A3,A1,1825,5.24,
0.3,A2,A4,A6,605,4.26,4.29
1.01,A0,A0,A4,3732,6.45,6.5
0.56,A1,A3,A3,1742,5.43,5.46
0.7,A1,A5,A0,1890,5.56,5.6
1.01,A3,A2,A6,7964,6.45,6.41
1.7,A3,A3,A0,15662,7.68,7.6
1.6,A0,A6,A0,13140,7.55,7.58
0.92,A1,A3,A0,4183,6.18,
0.77,A0,A3,A4,2519,5.91,
0.52,A1,A2,A1,1369,5.09,5.13
1.11,A1,A2,A1,4834,6.62,
0.44,A3,A1,A3,1232,4.93,4.91
0.34,A3,A3,A0,765,4.48,
0.52,A0,A2,A5,2065,5.19,5.29
0.31,A1,A3,A0,698,4.33,
0.76,A3,A1,A1,3581,5.87,
0.33,A0,A2,A4,434,4.41,4.45
0.37,A2,A3,,889,4.51,
0.47,A1,A3,A1,1320,4.92,4.95
0.72,A0,A6,A3,3759,5.75,5.79
0.52,A0,A2,A3,1743,5.17,5.14
0.42,A0,A3,A1,958,4.81,4.85
0.7,A3,A6,A0,2354,5.67,5.65
1.29,A3,A1,A4,6935,7.06,6.99
1.39,A3,A6,,8631,7.16,7.1
0.32,A0,A5,A1,449,4.38,
0.29,A1,A2,A5,522,4.19,
1.13,A1,A5,A1,5531,6.72,
1.0,A1,A4,A1,5121,6.31,6.35
1.0,A2,A1,A0,4928,6.35,6.4
0.34,A1,A6,A6,825,4.48,4.52
0.41,A0,A1,A3,1151,4.8,
0.41,A0,A5,A5,863,4.8,4.85
0.58,A1,A0,A1,1090,5.28,
0.73,A0,A1,A3,4258,5.78,5.81
0.81,A0,A4,A3,3257,5.97,
2.04,A2,A6,A4,14936,8.04,7.98
0.7,A1,A6,A6,3028,5.82,5.94
,A0,A2,A5,3303,5.73,
1.0,A2,A2,,5723,6.25,6.35
0.5,A1,A3,A1,1629,5.12,5.08
0.7,A2,A6,,2381,5.62,
1.67,A1,A0,,7911,7.59,7.63
0.33,A0,A2,A6,730,4.44,
0.5,A1,A6,A1,1396,5.04,5.07
0.4,A0,A3,A4,644,4.68,4.71
1.51,A3,A6,A0,11666,7.41,7.38
0.28,A1,A3,A5,707,4.17,
0.5,A1,A1,A4,1306,5.14,5.16
0.31,A1,A6,A5,779,4.39,4.43
0.77,A3,A6,A6,3450,5.94,5.9
0.9,A2,A2,A3,4108,6.0,6.04
0.42,A0,A1,A3,1179,4.81,
1.42,A0,A5,A1,8173,7.28,
1.2,A0,A2,A3,8442,6.77,6.82
0.72,A3,A1,A3,3601,5.76,
0.3,A3,A3,A1,844,4.26,4.24
0.41,A1,A3,A0,705,4.75,4.78
0.83,A3,A2,A4,2543,6.04,5.97
0.41,A1,A6,A3,1007,4.77,
0.58,A0,A5,A1,1279,5.35,
0.31,A0,A4,A1,628,4.38,4.33
0.3,A2,A3,A0,675,4.27,
1.01,A3,A5,A0,3944,6.45,6.51
2.11,A3,A3,A4,18034,8.19,8.1
0.51,A3,A3,A1,1781,5.11,
0.41,A0,A2,A2,1269,4.78,
0.32,A0,A3,A1,702,4.37,
0.71,A3,A6,A3,3082,5.88,5.82
0.64,A0,A2,A6,2587,5.53,5.56
0.42,A0,A4,A3,847,4.8,4.82
0.51,A0,A1,A6,2742,5.17,5.14
1.04,A3,A4,A0,3902,6.59,
0.5,A1,A1,A1,1632,5.04,5.02
0.4,A1,A3,A6,1205,4.76,4.8
0.62,A1,A1,A3,2310,5.46,
0.26,A0,A4,A6,478,4.08,
0.6,A1,A1,A0,1896,5.4,
0.24,A0,A6,A2,678,3.97,
0.39,A1,A2,A0,684,4.77,4.7
1.01,A1,A2,A4,3852,6.43,6.46
1.01,A1,A4,A0,4513,6.36,
0.71,A0,A6,A0,2346,5.65,
0.32,A0,A2,A6,730,4.42,
0.7,A1,A4,A3,2145,5.64,5.7
0.51,A1,A2,A6,1768,5.08,
0.43,A0,A4,A0,716,4.79,4.84
0.31,A3,A2,A4,523,4.34,4.3
0.32,A0,A6,A2,943,4.44,4.46
0.3,A0,A6,A3,844,4.34,4.3
0.31,A1,A4,,544,4.31,4.34
0.38,A0,A3,A6,1100,4.61,4.62
0.42,A0,A1,A3,1350,4.86,
0.51,A0,A1,A1,2056,5.13,5.11
1.01,A3,A3,A1,6606,6.43,6.39
0.34,A3,A2,A1,765,4.49,
0.51,A3,A5,A0,1084,5.16,5.11
0.31,A0,A2,A1,698,4.37,4.33
0.31,A3,A3,A1,872,4.37,4.35
1.01,A1,A4,A0,4559,6.36,6.38
0.71,A1,A0,A3,1981,5.66,5.62
1.55,A0,A2,A1,14039,7.48,
1.52,A2,A1,A4,8868,7.25,7.31
0.53,A0,A6,A3,1800,5.18,5.2
1.54,A0,A2,A1,15395,7.44,7.46
0.3,A3,A2,A3,776,4.32,4.29
0.34,A3,A4,A3,765,4.49,4.46
1.72,A1,A5,A3,12451,7.72,7.76
0.32,A0,A2,A2,1020,4.43,4.4
2.11,A3,A5,A4,14615,8.43,
0.53,A2,A4,A0,1242,5.15,5.12
0.24,A1,A1,A6,521,4.04,
1.0,A3,A2,,5806,6.4,
1.25,A3,A5,A3,6664,7.01,
1.0,A3,A4,A0,4788,6.38,6.35
1.01,A1,A4,A0,4513,6.41,
0.35,A3,A6,A3,767,4.54,4.58
1.07,A0,A4,A0,4955,6.63,6.6
1.53,A0,A6,A0,11999,7.34,7.39
0.43,A3,A2,A1,1113,4.86,4.83
0.73,A0,A1,,4372,5.79,
2.03,A1,A0,A4,11968,8.04,8.18
2.04,A1,A5,A1,16874,8.09,8.22
0.54,A1,A3,,1676,5.24,5.27
0.51,A0,A6,A6,2093,5.17,5.19
0.9,A3,A2,A1,4079,6.19,6.13
0.71,A3,A3,A0,2743,5.74,5.67
0.31,A0,A3,A1,622,4.35,
0.64,A1,A1,A1,2332,5.7,
0.9,A2,A2,A1,3859,5.97,
1.02,A3,A2,A1,6169,6.47,
1.12,A0,A3,,6458,6.69,
1.01,A3,A6,A4,4197,6.59,6.52
1.52,A3,A3,A0,12418,7.33,7.26
0.38,A3,A3,A3,1069,4.69,
0.26,A1,A3,A5,657,4.1,
1.2,A1,A4,A4,5280,6.76,6.91
1.54,A1,A2,A4,8808,7.35,7.42
0.46,A4,A2,A1,1002,4.83,
2.06,A0,A5,A1,18779,8.15,
0.53,A2,A2,A3,1591,5.17,5.11
0.62,A0,A4,A6,2052,5.46,
0.55,A0,A3,A1,1596,5.28,
2.09,A1,A6,A4,16210,8.14,8.06
1.01,A2,A6,A4,4011,6.64,6.66
1.02,A3,A6,A6,8445,6.5,6.45
0.41,A1,A2,A3,976,4.83,
1.2,A3,A3,A6,11301,6.76,6.7
0.38,A3,A1,A1,1021,4.73,4.68
1.29,A0,A1,A7,5065,6.99,7.05
0.59,A3,A1,A6,2538,5.4,5.34
0.7,A0,A0,A1,1874,5.64,
0.52,A2,A5,A0,1073,5.1,5.05
0.9,A4,A4,A0,3024,6.04,6.01
0.48,A3,A6,A1,1294,5.12,5.1
1.24,A0,A2,A5,11503,6.86,
1.0,A2,A2,A0,4427,6.25,6.22
0.5,A1,A1,A4,1243,5.05,
2.13,A1,A2,A4,16462,8.41,
0.31,A0,A1,A1,942,4.38,4.36
0.38,A0,A3,A3,920,4.66,4.69
1.02,A3,A2,A0,4381,6.47,
1.04,A3,A2,A4,4455,6.49,6.42
0.5,A0,A3,A0,1337,5.13,5.16
0.7,A3,A5,A5,2536,5.67,
0.33,A0,A5,A6,579,4.42,4.45
0.3,A3,A6,A6,945,4.32,4.29
0.8,A1,A3,A4,2804,5.88,5.96
1.0,A2,A0,A6,3265,6.34,
1.11,A3,A5,A1,4744,6.84,6.78
0.71,A0,A1,A3,3090,5.71,5.68
1.02,A0,A4,A0,4476,6.51,6.55
2.01,A3,A4,A0,12829,8.18,8.12
2.1,A4,A2,A4,11923,8.09,
1.26,A3,A3,A3,10367,7.02,
0.72,A0,A1,A1,3495,5.7,5.73
0.58,A0,A1,A4,1342,5.36,
0.7,A4,A3,A3,2964,5.59,
1.01,A1,A2,A6,7565,6.4,
0.32,A0,A6,A5,803,4.39,4.42
1.02,A3,A6,A3,7539,6.46,
0.52,A1,A6,A4,1057,5.1,
0.54,A0,A5,A0,1170,5.19,5.23
1.21,A0,A4,A0,5936,6.86,6.81
1.01,A2,A1,A1,6429,6.43,
0.5,A1,A3,A4,1097,5.12,5.16
0.54,A0,A1,A6,2848,5.25,5.29
0.35,A0,A4,A3,646,4.53,4.56
1.52,A4,A0,A4,5916,7.18,7.11
0.9,A3,A6,A0,3881,6.14,6.1
1.68,A2,A3,A7,5871,7.48,7.44
0.31,A3,A2,,471,4.36,4.4
1.01,A4,A2,A1,5950,6.2,6.15
0.52,A3,A3,A0,1577,5.16,5.08
0.9,A3,A4,A1,4355,6.18,6.08
0.7,A0,A5,A5,2966,5.69,
0.39,A0,A3,A1,839,4.73,
1.0,A0,A2,A6,7744,6.45,
0.73,A3,A6,A0,2644,5.97,5.92
0.41,A0,A4,A0,876,4.78,
1.5,A0,A2,A6,17176,7.39,7.43
0.41,A3,A6,A6,1192,4.82,
0.31,A0,A1,A1,942,4.41,4.35
0.51,A0,A4,A3,1780,5.17,
1.3,A0,A4,A1,5387,7.0,
0.41,A1,A3,A0,1015,4.74,
1.21,A3,A6,A3,8879,6.9,6.86
0.4,A0,A3,A0,684,4.66,4.71
2.51,A1,A5,A4,18090,8.69,8.76
1.5,A3,A0,A4,5351,7.38,
1.5,A1,A4,A4,7291,7.28,
0.33,A0,A5,A3,521,4.41,4.46
0.79,A0,A1,A0,3328,5.96,6.01
1.01,A4,A6,A1,5226,6.28,6.18
1.02,A1,A6,A4,3875,6.49,6.46
0.31,A0,A1,A1,734,4.35,4.38
0.72,A2,A2,A3,2958,5.85,5.87
0.7,A1,A6,A6,2940,5.6,5.64
1.24,A0,A4,A0,6095,6.92,6.88
0.31,A3,A0,A3,523,4.39,4.34
1.09,A2,A1,A4,4682,6.57,6.49
0.9,A1,A6,A4,3368,6.11,6.16
0.3,A2,A6,A0,641,4.33,4.28
1.02,A1,A3,A1,6580,6.34,6.29
1.03,A2,A2,A4,4001,6.35,6.28
1.55,A3,A0,A4,6890,7.37,
,A0,A6,A0,2920,5.78,
0.32,A0,A5,A6,567,4.38,
0.52,A2,A4,A1,1289,5.11,
0.56,A0,A1,A0,1814,5.34,5.31
0.4,A2,A3,A0,687,4.66,
0.9,A4,A3,A4,3342,6.13,
1.22,A1,A4,A0,6323,6.78,
1.52,A2,A0,A1,7370,7.24,7.28
2.03,A3,A0,A4,12078,8.18,
1.22,A0,A4,A4,5602,6.93,6.88
0.32,A3,A2,A3,828,4.44,4.4
0.9,A1,A4,A5,4485,6.02,
0.55,A1,A3,A0,1559,5.31,5.41
0.42,A0,A6,A5,1326,4.82,4.83
1.55,A3,A3,A0,11871,7.55,
0.71,A1,A5,A6,2586,5.82,5.77
1.4,A3,A4,A0,8223,7.19,
0.9,A1,A2,A0,3615,6.11,
1.0,A1,A4,A4,4395,6.31,
2.01,A3,A5,A1,16778,8.17,
1.22,A1,A6,A0,6530,6.8,6.74
1.07,A2,A5,A1,4194,6.41,
1.01,A2,A3,A1,6666,6.31,6.37
0.72,A0,A6,A5,5006,5.81,5.83
0.32,A0,A1,A3,933,4.45,
0.4,A3,A3,A5,1397,4.74,4.68
1.02,A0,A1,A4,5235,6.4,6.51
0.9,A2,A6,A1,4617,6.07,6.09
1.01,A4,A1,A0,5385,6.29,6.22
1.65,A0,A2,A3,15281,7.56,
0.28,A1,A6,A5,707,4.24,4.27
0.43,A3,A1,A1,1056,4.84,4.88
1.57,A3,A2,A0,11113,7.68,7.6
0.62,A0,A5,A4,1161,5.45,5.49
0.43,A1,A1,A1,931,4.92,4.96
0.3,A0,A6,A5,1114,4.32,4.31
0.41,A3,A1,A4,683,4.77,
0.78,A1,A6,A3,3563,5.84,5.89
0.35,A0,A6,A5,945,4.53,4.56
0.91,A2,A2,A0,5394,6.33,6.4
1.01,A3,A0,,2488,6.39,6.42
0.65,A1,A1,A6,3025,5.69,
0.5,A0,A1,A1,1845,5.08,5.04
1.47,A1,A4,A4,7438,7.17,7.24
0.47,A0,A5,A5,1050,5.02,
0.73,A0,A1,A6,4252,5.79,5.73
1.13,A0,A3,A4,5457,6.7,
0.55,A1,A4,A0,1270,5.36,5.38
1.0,A3,A2,A3,6290,6.37,
1.06,A0,A3,A6,9712,6.63,6.54
0.51,A1,A1,A1,1877,5.16,5.19
0.33,A0,A3,A0,532,4.46,
0.32,A0,A3,A1,900,4.41,4.38
1.0,A4,A3,A4,4516,6.28,
0.28,A3,A3,A5,646,4.18,4.21
1.51,A4,A6,A4,5919,7.2,7.08
0.4,A1,A6,A6,1088,4.69,4.73
0.51,A3,A6,,1836,5.18,5.15
0.78,A3,A2,A4,2486,6.02,
1.21,A2,A0,A2,6299,6.81,
0.28,A1,A3,A3,588,4.18,4.15
0.52,A1,A6,A4,1273,5.28,5.33
0.41,A0,A3,A0,755,4.76,
0.38,A1,A4,,812,4.62,4.58
0.31,A1,A5,A0,523,4.32,
0.36,A0,A4,A0,556,4.57,4.59
0.32,A0,A1,A3,756,4.42,4.47
0.52,A0,A6,A2,2598,5.22,
1.5,A3,A3,A3,16023,7.21,
1.1,A0,A3,A4,5359,6.66,6.63
0.33,A3,A3,A6,950,4.47,4.44
0.78,A1,A2,A1,3012,5.89,5.96
1.24,A0,A6,A5,15026,6.94,6.98
1.0,A3,A4,A0,4389,6.52,6.56
1.02,A3,A2,A0,5226,6.59,
0.3,A3,A4,A4,473,4.35,
1.2,A1,A6,A3,9586,6.73,
1.11,A3,A3,A4,4177,6.68,6.66
1.59,A1,A2,,11613,7.42,7.49
1.07,A1,A5,A0,4728,6.68,6.71
0.32,A0,A3,A1,900,4.39,4.36
0.35,A0,A3,A0,744,4.55,4.57
0.97,A2,A6,,4900,6.46,
1.04,A1,A3,A0,5231,6.49,6.56
0.75,A4,A0,A3,1869,5.8,5.7
0.55,A0,A6,A0,1598,5.26,5.3
0.3,A3,A2,A6,878,4.31,
1.18,A3,A5,A0,4956,6.9,6.82
0.71,A3,A1,A0,2743,5.72,
1.01,A3,A4,A4,4166,6.39,6.44
1.51,A1,A4,A5,12981,7.3,7.39
0.31,A0,A2,A3,802,4.37,
0.35,A3,A1,,1063,4.6,4.51
1.51,A3,A4,A3,9234,7.41,
2.4,A0,A0,A0,16687,8.6,8.5
0.78,A3,A4,A0,2489,5.93,5.92
1.11,A2,A3,A1,7480,6.77,
0.35,A3,A3,A4,630,4.56,4.52
0.26,A0,A6,A6,599,4.1,4.12
0.91,A4,A4,A0,3278,6.11,6.01
1.53,A0,A4,,12848,7.39,7.35
1.0,A3,A2,A4,4095,6.3,
0.34,A0,A2,A2,952,4.52,
1.27,A1,A0,A1,5530,6.88,
1.23,A1,A4,A5,8405,6.77,6.82
0.38,A0,A6,A2,1212,4.67,4.7
0.79,A3,A1,A4,2735,5.95,5.89
1.0,A4,A2,A7,2398,6.2,6.14
0.26,A3,A4,A5,600,4.11,
0.3,A0,A3,A5,838,4.3,
0.34,A3,A3,A4,612,4.46,4.43
0.43,A0,A3,A0,760,4.79,
1.12,A0,A3,A4,5000,6.73,6.79
0.4,A3,A1,A4,666,4.71,4.75
1.53,A3,A3,A0,12499,7.41,7.25
0.33,A0,A6,A1,666,4.4,
1.1,A0,A1,A6,11550,6.58,
0.3,A0,A2,A1,526,4.28,
0.78,A1,A4,A0,2600,5.85,5.88
0.7,A0,A6,A1,2573,5.7,
0.38,A1,A3,,1000,4.66,
0.33,A2,A1,A0,567,4.42,
1.7,A3,A5,A4,7250,7.83,
0.42,A3,A1,A4,700,4.83,4.88
2.01,A0,A4,A0,18186,8.03,8.08
0.7,A1,A2,A1,2353,5.61,5.66
2.01,A4,A0,A3,14402,7.76,7.92
0.91,A1,A5,A6,3618,6.1,6.06
1.0,A1,A6,A1,6841,6.29,6.36
0.75,A2,A1,A0,3024,5.77,
0.54,A0,A3,A4,1266,5.27,5.3
0.41,A0,A2,A5,1123,4.8,
0.79,A0,A4,A1,2844,5.91,5.93
0.35,A0,A1,A1,829,4.56,4.6
1.12,A3,A5,A1,4986,6.68,
0.52,A0,A4,A2,1956,5.13,
0.54,A0,A6,A1,1662,5.2,5.25
0.54,A0,A2,A6,1962,5.22,
0.43,A3,A6,A3,1129,4.93,
1.09,A1,A1,A4,4598,6.46,
0.73,A0,A6,A1,2939,5.72,5.77
0.73,A1,A1,A3,3856,5.72,5.75
0.33,A3,A4,,868,4.4,4.44
0.59,A0,A2,A2,2611,5.34,5.38
0.39,A1,A1,A1,702,4.63,4.69
0.4,A1,A1,,993,4.66,4.71
0.51,A4,A1,A0,1304,5.05,5.01
1.2,A1,A5,A6,5107,6.72,6.7
0.32,A0,A2,A0,508,4.38,4.41
2.08,A3,A4,A0,17617,8.1,8.13
1.24,A0,A4,A3,5055,6.84,6.81
1.81,A4,A0,A0,8362,8.14,8.09
0.31,A0,A2,A1,684,4.39,
1.07,A0,A0,A0,4235,6.53,6.57
1.5,A3,A3,A1,14386,7.53,
1.05,A2,A6,A0,4729,6.68,6.73
1.04,A1,A2,A1,6334,6.54,
0.42,A0,A2,A3,921,4.79,4.84
1.56,A0,A6,,11047,7.48,
1.7,A3,A6,A3,18598,7.71,7.68
0.51,A2,A3,A3,1760,5.24,5.39
1.43,A0,A0,,6789,7.25,
0.71,A1,A1,A4,1758,5.8,
1.01,A1,A3,A4,4434,6.39,6.37
1.2,A3,A4,A1,6547,6.82,
0.33,A0,A3,A1,681,4.53,
0.55,A3,A6,A0,1354,5.26,
0.21,A3,A1,A1,386,3.89,3.86
0.33,A3,A6,A1,854,4.47,4.45
0.5,A4,A6,A4,938,4.97,
2.09,A3,A4,A4,17156,8.22,
0.52,A0,A1,A1,1822,5.16,
